,FTSEMIB payout,HSCEI payout,NDX payout,Triggered,Above Strike Lvl
103,8529.094649629673,3983.4364921027427,3180.499609841506,0,0
104,10579.847983729513,4941.22228331909,3945.2255798210863,0,0
105,8417.670742017612,3931.3969641214417,3138.949631884283,0,0
106,9383.901441139395,4382.6662705112785,3499.2570839427667,0,0
107,10367.504048709632,4842.048969575689,3866.042521099577,0,0
108,6780.0199390368825,3166.5469726633164,2528.2696061721767,0,0
109,7545.118616781273,3523.8793881406013,2813.5749223890552,0,0
110,8226.979008363136,3842.3361151350186,3067.8406795977244,0,0
111,11619.184449993034,5426.634976853565,4332.794174289517,0,0
112,8507.232028486636,3973.225752692321,3172.347037866172,0,0
113,12835.583480777488,5994.743139235793,4786.389403531055,0,0
114,8125.186968197309,3794.795063703522,3029.882425253995,0,0
115,14007.322451240194,6541.993224491054,5223.330895152856,0,0
116,11529.829136109423,5384.902385915238,4299.473575489921,0,0
117,10678.328651317284,4987.216788146493,3981.9490232469884,0,0
118,5572.130099346714,2602.4129509977383,2077.8474545041913,0,0
119,20187.732274137576,9428.49771717465,7528.005873902119,0,0
120,12139.082135993256,5669.448487507122,4526.664034504164,0,0
121,9597.510455099966,4482.43042792857,3578.9118906331496,0,0
122,17114.975238377105,7993.39434331947,6382.174697811437,0,0
123,13580.923982755112,6342.847677476408,5064.326895506458,0,0
124,14802.009970779878,6913.144840834113,5519.669891221052,0,0
125,7661.472633006633,3578.221478746307,2856.963337972452,0,0
126,10389.097154379357,4852.133834222646,3874.094590748118,0,0
127,7720.4612190209555,3605.771564165654,2878.9601831841296,0,0
128,14950.116206749452,6982.316518404229,5574.89871034745,0,0
129,7658.406197732725,3576.7893278941306,2855.8198641815147,0,0
130,8504.291887144815,3971.852586278526,3171.2506590856938,0,0
131,30355.17960323413,14177.112005798394,11319.447239215111,0,0
132,7738.625682362325,3614.255112432599,2885.7337120220013,0,0
133,6452.8063420927265,3013.724822561354,2406.251647623562,0,0
134,17575.17929912658,8208.328486356906,6553.784803665374,0,0
135,15841.360490871997,7398.564098082088,5907.243726362521,0,0
136,14399.794509374675,6725.293748488808,5369.683735524326,0,0
137,7748.653538401995,3618.9385318724,2889.473099791969,0,0
138,8463.621576149766,3952.857885478731,3156.084699090455,0,0
139,17253.767093167946,8058.215823428673,6433.930183961497,0,0
140,8239.2036061648,3848.045502940504,3072.3992324261126,0,0
141,9976.490841502076,4659.429788704911,3720.2336862755315,0,0
142,11290.942208645614,5273.3324076893605,4210.392634216996,0,0
143,10608.290583366514,4954.506142155059,3955.831825942683,0,0
144,11979.558957386285,5594.944630169013,4467.177837180492,0,0
145,11132.414584483367,5199.293515047728,4151.277679170856,0,0
146,7490.525954697912,3498.382379222623,2793.217317322042,0,0
147,12660.20973803596,5912.836419321085,4720.992530442057,0,0
148,18666.5285991794,8718.033303344715,6960.748985164932,0,0
149,8234.161716815466,3845.690734134632,3070.519111760654,0,0
150,13898.8573667574,6491.335588083359,5182.88426241512,0,0
151,18778.210161861156,8770.193166795272,7002.395042704136,0,0
152,7699.172744573436,3595.828974774982,2871.0217105260267,0,0
153,12106.303836493005,5654.139679275754,4514.441005794272,0,0
154,15019.629729268305,7014.782180197328,5600.820304646972,0,0
155,6628.961939162665,3095.9967004665905,2471.9400742113316,0,0
156,21572.108721562035,10075.058212281547,8044.239886042956,0,0
157,6692.11262222079,3125.4906556551255,2495.4889655155584,0,0
158,10661.134667514536,4979.186493567986,3975.537386253531,0,0
159,13439.519894095332,6276.806177171994,5011.597307280825,0,0
160,9808.299830580763,4580.877698703576,3657.5152540633485,0,0
161,7214.3178447742075,3369.3818803792215,2690.2193061690596,0,0
162,34806.14225991947,16255.893846072235,12979.211326089382,0,0
163,9604.831171608112,4485.849502342071,3581.6417860035717,0,0
164,8223.53628747784,3840.7282234923564,3066.556888892816,0,0
165,8781.050261785633,4101.110081279726,3274.4538639655575,0,0
166,6293.865478926416,2939.49293038151,2346.9825957423905,0,0
167,13945.436382344249,6513.08989590581,5200.253578501584,0,0
168,10022.759025976515,4681.038925668448,3737.4870934323408,0,0
169,10208.867003686186,4767.958972910781,3806.886763011538,0,0
170,7555.419470769334,3528.6903088023446,2817.4161111008593,0,0
171,19378.99151546326,9050.782662635538,7226.426424606378,0,0
172,10976.15923064177,5126.315865701784,4093.0100537845647,0,0
173,23231.183995279025,10849.914308966621,8662.909097432665,0,0
174,13495.718359495993,6303.053162001372,5032.553716445336,0,0
175,22048.958274969842,10297.766482070772,8222.05709652877,0,0
176,10744.149198384772,5017.957679165937,4006.4935069076064,0,0
177,11352.161955637377,5301.924536657571,4233.221479413402,0,0
178,22984.287828384593,10734.603687925472,8570.841510574171,0,0
179,9714.548164690576,4537.091831335038,3622.555255489681,0,0
180,8927.41967286933,4169.470590500209,3329.035021048232,0,0
181,12539.746424786048,5856.575118717494,4676.071757894622,0,0
182,8860.50169860427,4138.217156036729,3304.0813067579766,0,0
183,11489.1019354742,5365.881115323689,4284.286401346428,0,0
184,7185.917477863274,3356.117745955877,2679.6288086320787,0,0
185,10921.00872751851,5100.558322172992,4072.4444297797113,0,0
186,10191.336013665015,4759.771282626907,3800.3494563907366,0,0
187,8183.185019283619,3821.88252874626,3051.5098999660486,0,0
188,14938.545599750974,6976.912571086617,5570.584030706054,0,0
189,7752.501742903009,3620.7358009693107,2890.908095347399,0,0
190,16473.467194756282,7693.783815366476,6142.956332174612,0,0
191,12057.29231651859,5631.249292286322,4496.164608760369,0,0
192,7872.168910216767,3676.6252688162745,2935.5319850551737,0,0
193,10090.69055369664,4712.765731103347,3762.818761831539,0,0
194,10833.966480168081,5059.9060280323265,4039.9863735486447,0,0
195,13049.142611888758,6094.483999319615,4866.025608905674,0,0
196,9800.317251732293,4577.149507471994,3654.538550209536,0,0
197,8506.188754139423,3972.738500847115,3171.9580008357975,0,0
198,11003.974182954365,5139.3065875333095,4103.382250203069,0,0
199,12719.500831254903,5940.527787993522,4743.102180597963,0,0
200,7508.70743998491,3506.873877435273,2799.997193643868,0,0
201,7852.959009542754,3667.653458501348,2928.3686126096063,0,0
202,9824.282720952217,4588.342363051942,3663.4752742857477,0,0
203,25506.930219285583,11912.780993869263,9511.5349217299,0,0
204,11117.39522708582,5192.278860057598,4145.676960418715,0,0
205,4771.668077878093,2228.5644057715604,1779.3551465211356,0,0
206,8045.619367041503,3757.633735443802,3000.211664777318,0,0
207,12565.744596097222,5868.717329418997,4685.766476631899,0,0
208,12952.093468145413,6049.158074752538,4829.835980757444,0,0
209,10400.035595324092,4857.24253410416,3878.1735356521385,0,0
210,9947.915520289062,4646.083943457616,3709.577948274894,0,0
211,14697.772240517977,6864.461551969773,5480.799638978848,0,0
212,7563.639484149621,3532.5293916839055,2820.4813542975717,0,0
213,15417.541548303347,7200.6232953093495,5749.201631995381,0,0
214,12339.197153160578,5762.910395804352,4601.286929450199,0,0
215,8194.539631454118,3827.1855976336005,3055.744035130645,0,0
216,10823.643538006574,5055.084791289009,4036.136948156406,0,0
217,8592.97502047859,4013.2712413723716,3204.320601741312,0,0
218,19191.124923093517,8963.04127032667,7156.370967576109,0,0
219,10803.753798111466,5045.795468216479,4028.7200636481557,0,0
220,12558.99981002798,5865.567238106456,4683.251345736663,0,0
221,9891.296161538274,4619.640384196947,3688.46458796951,0,0
222,14166.478991329088,6616.325846626329,5282.680372963896,0,0
223,8051.602786653985,3760.4282374409113,3002.442882101638,0,0
224,9578.887588040605,4473.732786352384,3571.967423037283,0,0
225,5885.0135209754335,2748.5423223658854,2194.521690316456,0,0
226,9307.063763506258,4346.77992833479,3470.6043120165077,0,0
227,11611.334363370495,5422.968664917427,4329.866876790094,0,0
228,18038.113998199333,8424.537949318728,6726.413164618889,0,0
229,14918.451976217197,6967.528026005213,5563.091117983805,0,0
230,8991.41994036636,4199.361336414618,3352.900722411143,0,0
231,8173.13148908104,3817.187118420951,3047.760938300085,0,0
232,15534.220190061935,7255.116999333414,5792.711100448301,0,0
233,13343.021584767666,6231.7375148352785,4975.613085300085,0,0
234,9332.187260444713,4358.513630283827,3479.9728646581507,0,0
235,10752.45153624742,5021.835210952182,4009.589448905866,0,0
236,13622.099235629441,6362.078206812635,5079.6811483412075,0,0
237,15863.750026006826,7409.020927905307,5915.592784578677,0,0
238,15515.48208105322,7246.365535047395,5785.7236591266155,0,0
239,11409.886585796048,5328.884302929734,4254.746995454647,0,0
240,8268.018954066501,3861.503450481191,3083.1444763850113,0,0
241,13150.12969008715,6141.649100546832,4903.683692911457,0,0
242,9671.80568765265,4517.129344132117,3606.6165847248203,0,0
243,31354.024005079365,14643.613246984129,11691.916341841272,1,0
244,13789.656642155393,6440.334377613431,5142.163309458388,0,0
245,10705.181846346555,4999.758329940004,3991.9625803502972,0,0
246,8196.590280962006,3828.143334933725,3056.508722383828,0,0
247,6548.516901282494,3058.4255733230575,2441.9421175580214,0,0
248,10275.814387339791,4799.226142763112,3831.8514440635236,0,0
249,20086.52044622108,9381.227648624936,7490.263980720791,0,0
250,7555.254665830549,3528.6133381467,2817.354655335032,0,0
251,10444.499790773636,4878.0091343145805,3894.7542352560913,0,0
252,19043.853510975536,8894.259489683664,7101.453454285014,0,0
253,8255.485075134571,3855.649615721928,3078.4705926153506,0,0
254,12783.601764926067,5970.465549133816,4767.005420379745,0,0
255,14562.80021840978,6801.424090156399,5430.468568532435,0,0
256,15284.720026684097,7138.590205293436,5699.672483235505,0,0
257,9059.157324612122,4230.997468896259,3378.159994703857,0,0
258,10856.291319548794,5070.332642288896,4048.3113067164595,0,0
259,11769.066844029518,5496.63619297966,4388.685322803837,0,0
260,25398.832383029836,11862.294877423461,9471.225235865291,0,0
261,10299.800122690502,4810.428463456093,3840.795725380417,0,0
262,8025.016308276828,3748.0112632467426,2992.5287836446255,0,0
263,12097.003059868344,5649.7958356987365,4510.972745956489,0,0
264,13691.83550505569,6394.647900533607,5105.6858049681105,0,0
265,9293.245328909212,4340.326153473705,3465.4514174069454,0,0
266,11337.654772407175,5295.149087978581,4227.811750421175,0,0
267,9341.123280134534,4362.687117434439,3483.3051066257367,0,0
268,14655.351523291032,6844.649339775562,5464.980952455613,0,0
269,9962.785370960655,4653.028772684001,3715.122915965159,0,0
270,28525.605496337666,13322.625971605527,10637.199008634978,1,0
271,9111.38674866148,4255.390748871028,3397.63634824842,0,0
272,36452.85617793651,17024.9766834127,13593.270987626986,0,0
273,24802.992687034697,11584.013338060606,9249.036598209252,0,0
274,14664.407475193924,6848.8788401812435,5468.357917148476,0,0
275,11603.861247229534,5419.4784136342005,4327.080151592752,0,0
276,9086.88808344454,4243.94886892458,3388.500795371481,0,0
277,9279.263093020418,4333.7958767012415,3460.2374412915606,0,0
278,8658.611987088078,4043.926392799787,3228.796628244514,0,0
279,23256.993513490226,10861.968410944555,8672.533467424208,0,0
280,10087.469128185783,4711.261193463223,3761.617492177337,0,0
281,8186.764668075642,3823.554371328951,3052.8447510908263,0,0
282,10746.945372347178,5019.2636069176715,4007.536200248672,0,0
283,18782.879615422287,8772.373992835746,7004.136282054786,0,0
284,11783.123939015959,5503.201432016418,4393.927213878621,0,0
285,10394.912754164872,4854.849957487863,3876.2632280547327,0,0
286,9525.258529550407,4448.685819774724,3551.9691457744498,0,0
287,9266.289577360212,4327.7367135854975,3455.3996169748443,0,0
288,9812.015111398528,4582.612886996807,3658.9006823739455,0,0
289,9666.632990323315,4514.713482642624,3604.687685760322,0,0
290,11159.99870370073,5212.176428370507,4161.563797922329,0,0
291,9861.679783886058,4605.808322958319,3677.4206399964523,0,0
292,11420.081920118999,5333.64594158654,4258.5488358806715,0,0
293,13937.474015847085,6509.371144670042,5197.284411834082,0,0
294,8937.717106133863,4174.279913543978,3332.8749341721464,0,0
295,29221.33235219801,13647.558905289214,10896.635570722627,1,0
296,11679.80373247003,5454.946664302647,4355.399106253231,0,0
297,18936.81982958529,8844.270377140223,7061.540591796573,0,0
298,8757.968256545806,4090.329839558851,3265.846583629794,0,0
299,33467.596807801936,15630.738302683507,12480.067693253772,0,0
300,8571.387699807803,4003.189078556829,3196.2706893190193,0,0
301,8850.638519646292,4133.610647538074,3300.4033270759237,0,0
302,22448.435069366667,10484.338504766947,8371.022003229038,0,0
303,16709.360691385486,7803.955738803072,6230.921023013856,0,0
304,35953.535513174604,16791.773484365083,13407.074299150794,0,0
305,17839.316795503466,8331.691514347927,6652.2816827224815,0,0
306,9067.210664888911,4234.758708612749,3381.1630854960736,0,0
307,17211.444082870992,8038.449244372142,6418.147932354917,0,0
308,13798.608676961414,6444.515344479173,5145.50152346321,0,0
309,10453.944666875726,4882.420278248842,3898.2762297926392,0,0
310,13509.89216588435,6309.672910042489,5037.839129204837,0,0
311,9776.052645215119,4565.816942523706,3645.4902778276387,0,0
312,10070.772032251476,4703.4629658682525,3755.391144682547,0,0
313,13694.86347931704,6396.0620885178305,5106.814936646496,0,0
314,7832.850526898212,3658.2619736066927,2920.8701589245784,0,0
315,16012.646305096732,7478.561587967133,5971.116210804561,0,0
316,9621.946825180781,4493.843213495285,3588.024213652258,0,0
317,10093.808182245648,4714.221791311504,3763.9813255960503,0,0
318,8996.15678850591,4201.5736384832135,3354.6670932017832,0,0
319,9857.61538173347,4603.910080704212,3675.9050243313,0,0
320,11885.516735195566,5551.023061109019,4432.109490155032,0,0
321,10000.708915709512,4670.7406211589205,3729.264606757954,0,0
322,8938.170876930491,4174.491843089209,3333.044145313647,0,0
323,27666.732942222225,12921.497315555556,10316.925411555556,0,0
324,11324.762580743389,5289.127906499613,4223.004251824773,0,0
325,13031.390028598182,6086.192815904052,4859.405670149126,0,0
326,8163.08000717723,3812.4926647350503,3044.012740444785,0,0
327,8059.451240997185,3764.093787035751,3005.3695709240546,0,0
328,17470.658020553878,8159.51276881931,6514.808816250923,0,0
329,15410.439286873609,7197.306248363822,5746.553198529205,0,0
330,9550.23306213004,4460.3499492676765,3561.2821496029333,0,0
331,8497.982136063247,3968.90567412115,3168.8977527483253,0,0
332,10977.093319239371,5126.752123330452,4093.358375446155,0,0
333,8557.580315092231,3996.7404644429143,3191.121915210537,0,0
334,8917.575494274814,4164.872955949411,3325.3641266021928,0,0
335,13400.189292481884,6258.437175518323,4996.930924947756,0,0
336,11319.410432151257,5286.628233921354,4221.008435479854,0,0
337,3627.048721064233,1693.980290715753,1352.5265595125975,0,0
338,10026.690146789484,4682.8749200787015,3738.953008482589,0,0
339,12516.96759793223,5845.936473718903,4667.577532786643,0,0
340,11591.336101076724,5413.628657440419,4322.409524276646,0,0
341,9300.34490739058,4343.641947372469,3468.0988504016077,0,0
342,7881.479039094308,3680.9734802783887,2939.003732348291,0,0
343,14219.041225068111,6640.874562355676,5302.280831250124,0,0
344,8645.49131494355,4037.7985015793874,3223.903929271085,0,0
345,8848.556115001162,4132.638079288396,3299.6267983312628,0,0
346,13815.546145584463,6452.4258359637315,5151.81750593969,0,0
347,12235.113359148938,5714.299001473012,4562.474080039597,0,0
348,8289.798905469568,3871.675579737486,3091.2662208122265,0,0
349,6109.534914386102,2853.4030078794,2278.24572357885,0,0
350,16219.242900955187,7575.050658952235,6048.1560866079,0,0
351,8869.647677944613,4142.488702942581,3307.491842684535,0,0
352,8020.441269060406,3745.8745325717837,2990.822751405498,0,0
353,20216.098735127365,9441.746016144278,7538.583727920252,0,0
354,6613.651305749345,3088.846007648511,2466.2307386255666,0,0
355,13892.484573971786,6488.3592328684545,5180.507847824725,0,0
356,31603.24144076706,14760.007995614304,11784.849529891284,0,0
357,9414.233279114118,4396.832481020656,3510.567827088122,0,0
358,8452.071895023948,3947.4637114006264,3151.7778227075028,0,0
359,19951.908640024492,9318.35842239415,7440.0672347968975,0,0
360,8551.965478163602,3994.1181056536752,3189.0281423783167,0,0
361,22784.11389077301,10641.11426136781,8496.196644192985,0,0
362,8815.669348697005,4117.278612617578,3287.36332234746,0,0
363,6712.683351178714,3135.0980285084333,2503.159790862499,0,0
364,7055.564902623925,3295.2377550097644,2631.020330039502,0,0
365,9226.116450727943,4308.974218244237,3440.419057041019,0,0
366,10725.071260054363,5009.047500669708,3999.3793432232956,0,0
367,16724.995764308573,7811.257958158934,6236.751342100992,0,0
368,11161.569900230083,5212.91024149469,4162.14969714773,0,0
369,13791.619146711155,6441.2509476111245,5142.895127456702,0,0
370,7705.542426721138,3598.8038771945903,2873.3969651594666,0,0
371,7808.3257643144325,3646.807905121168,2911.724874338886,0,0
372,17477.659736284637,8162.782856805783,6517.4197562234185,0,0
373,8324.34965705549,3887.812195679826,3104.150196949545,0,0
374,9854.244486653817,4602.335734654257,3674.648017471127,0,0
375,16827.052623607215,7858.922690970552,6274.808347506023,0,0
376,11946.001671845559,5579.2720035550465,4454.66432455647,0,0
377,8221.973485680322,3839.99833105173,3065.974120063128,0,0
378,8784.975985435127,4102.943554993608,3275.9177664134113,0,0
379,10946.976764653342,5112.686458980063,4082.1279114818713,0,0
380,13352.226831486814,6236.036742034199,4979.045722033694,0,0
381,9426.712995802838,4402.661019794243,3515.221513755925,0,0
382,7097.673526484842,3314.904206820929,2646.7226369386785,0,0
383,6607.833283997943,3086.12875322604,2464.0611981678126,0,0
384,18658.747865166435,8714.399381917434,6957.847549255364,0,0
385,8068.152944790936,3768.1578390669947,3008.61443648809,0,0
386,29502.63151679204,13778.937135156848,11001.532036290504,1,0
387,11568.89123105484,5403.145983958824,4314.039831679713,0,0
388,8326.15347269253,3888.654651453712,3104.8228398460656,0,0
389,9521.521743200436,4446.9405875172415,3550.575698050352,0,0
390,11102.336596630133,5185.245862940972,4140.061596742204,0,0
391,8081.928052086296,3774.5913783038177,3013.7511743457617,0,0
392,9669.417007782697,4516.013732809602,3605.7258459411023,0,0
393,10365.469401495577,4841.098706002125,3865.283801102168,0,0
394,12099.95493798166,5651.174483665473,4512.073501379354,0,0
395,17202.71727239844,8034.373466493708,6414.893704509725,0,0
396,12190.09456305474,5693.2733800490605,4545.686569841272,0,0
397,11308.437387486862,5281.50337268564,4216.916586847901,0,0
398,12429.25515804763,5804.971172218485,4634.86956174269,0,0
399,11842.79180392174,5531.068768496481,4416.177362206046,0,0
400,24575.940209965564,11477.9705328235,9164.368723786814,0,0
401,12757.920352809238,5958.471277948263,4757.428821154022,0,0
402,10216.003884181682,4771.292188377767,3809.548105928209,0,0
403,11639.224169549829,5435.994346570198,4340.266986217391,0,0
404,11961.251137402647,5586.394128479267,4460.350850647104,0,0
405,8429.547503199821,3936.9438979807414,3143.378476428509,0,0
406,13176.757429281997,6154.085345232609,4913.613177528425,0,0
407,8205.771462475852,3832.4313226962313,3059.9323852017733,0,0
408,17355.720230723895,8105.832113938752,6471.948511526063,0,0
409,5988.139693282451,2796.7064681438296,2232.977442569265,0,0
410,5940.972014491391,2774.6772304975752,2215.3886139591136,0,0
411,16427.73038258151,7672.422851028092,6125.901073761742,0,0
412,10944.054995970799,5111.321873350565,4081.0383838665016,0,0
413,29810.16156079274,13922.566259936644,11116.209997450336,0,0
414,13398.233800883994,6257.523880859156,4996.20172208161,0,0
415,32223.7012880721,15049.788153904225,12016.219022591391,0,0
416,7433.371308487702,3471.688818796856,2771.9043483095465,0,0
417,11758.026119845086,5491.479722636419,4384.5682364771565,0,0
418,8355.754479715004,3902.47953397878,3115.861056110905,0,0
419,8631.964580266966,4031.4809625270996,3218.859809569215,0,0
420,8046.05135836677,3757.8354930839764,3000.3727543533996,0,0
421,19221.956011727376,8977.4406513396,7167.867881304841,0,0
422,25051.936198186813,11700.280152714677,9341.867639793047,0,0
423,20840.405690397005,9733.322931403698,7771.387807277333,0,0
424,8981.253024395088,4194.612970291858,3349.1094791891755,0,0
425,12254.10428206594,5723.168540207651,4569.555795674055,0,0
426,8712.045498872245,4068.8820310575356,3248.7219861357394,0,0
427,9414.95587553621,4397.169963142156,3510.837283312135,0,0
428,13891.786737018196,6488.033314432717,5180.247624407141,0,0
429,14269.104725238054,6664.256267178005,5320.949511725456,0,0
430,9819.812049798598,4586.25437653648,3661.8081608998696,0,0
431,10549.370989001,4926.988278661109,3933.860707718584,0,0
432,9710.343454551074,4535.128059505031,3620.987318972672,0,0
433,17026.673898023444,7952.154001182849,6349.247125767728,0,0
434,15598.12494359413,7284.963136314674,5816.541184651317,0,0
435,10656.781215018313,4977.153252965967,3973.9139837079515,0,0
436,8203.591883318357,3831.413369969705,3059.1196200790023,0,0
437,7730.903091178451,3610.648346087619,2882.85395757487,0,0
438,13364.006575915337,6241.538365096416,4983.438389028025,0,0
439,12200.295313821456,5698.037548406924,4549.490430059314,0,0
440,6115.903261355497,2856.377286716059,2280.620480324266,0,0
441,11402.607760057372,5325.484793221121,4252.032721153217,0,0
442,10586.260144174774,4944.217024843265,3947.6166746127565,0,0
443,6698.880953298411,3128.6517434508155,2498.012876345014,0,0
444,9075.9025098405,4238.818156160955,3384.4042746976183,0,0
445,13466.89922295186,6289.593445009514,5021.807059701579,0,0
446,8837.877041395997,4127.650514576293,3295.6445715147074,0,0
447,10290.921167133687,4806.281627592533,3837.4847626294663,0,0
448,19081.71558614003,8911.942629345333,7115.572223068251,0,0
449,17159.490649507865,8014.184863350449,6398.774495744207,0,0
450,14814.414224292508,6918.9381352140335,5524.295437668588,0,0
451,7144.49889260092,3336.7735704292872,2664.1838171437003,0,0
452,16334.384357301195,7628.826434436501,6091.092338581719,0,0
453,7666.250743588198,3580.453052065139,2858.7450955287595,0,0
